"","x"
"10136","D"
"10137","W"
"10138","W"
"10139","W"
"10140","W"
"10141","D"
"10142","W"
"10143","L"
"10144","L"
"10145","W"
"10146","L"
"10147","W"
"10148","D"
"10149","L"
"10150","W"
"10151","W"
"10152","D"
"10153","L"
"10154","D"
"10155","L"
"10156","L"
"10157","W"
"10158","L"
"10159","L"
"10160","D"
"10161","D"
"10162","L"
"10163","D"
"10164","W"
"10165","D"
"10166","W"
"10167","W"
"10168","L"
"10169","W"
"10170","D"
"10171","D"
"10172","L"
"10173","D"
"10174","D"
"10175","W"
"10176","D"
"10177","L"
"10178","W"
"10179","W"
"10180","D"
"10181","L"
"10182","W"
"10183","D"
"10184","W"
"10185","L"
"10186","D"
"10187","L"
"10188","W"
"10189","W"
"10190","L"
"10191","W"
"10192","W"
"10193","L"
"10194","D"
"10195","W"
"10196","W"
"10197","D"
"10198","L"
"10199","L"
"10200","D"
"10201","D"
"10202","D"
"10203","W"
"10204","W"
"10205","D"
"10206","W"
"10207","L"
"10208","L"
"10209","W"
"10210","W"
"10211","D"
"10212","L"
"10213","D"
"10214","W"
"10215","D"
"10216","L"
"10217","L"
"10218","L"
"10219","D"
"10220","L"
"10221","W"
"10222","W"
"10223","W"
"10224","W"
"10225","W"
"10226","W"
"10227","W"
"10228","W"
"10229","W"
"10230","W"
"10231","W"
"10232","L"
"10233","D"
"10234","D"
"10235","D"
"10236","W"
"10237","D"
"10238","D"
"10239","L"
"10240","W"
"10241","L"
"10242","D"
"10243","D"
"10244","L"
"10245","W"
"10246","D"
"10247","D"
"10248","D"
"10249","L"
"10250","W"
"10251","D"
"10252","L"
"10253","L"
"10254","L"
"10255","L"
"10256","W"
"10257","L"
"10258","D"
"10259","W"
"10260","L"
"10261","D"
"10262","W"
"10263","W"
"10264","W"
"10265","W"
"10266","D"
"10267","D"
"10268","W"
"10269","W"
"10270","W"
"10271","L"
"10272","L"
"10273","L"
"10274","D"
"10275","D"
"10276","D"
"10277","D"
"10278","D"
"10279","D"
"10280","L"
"10281","L"
"10282","W"
"10283","W"
"10284","W"
"10285","D"
"10286","L"
"10287","L"
"10288","L"
"10289","L"
"10290","W"
"10291","W"
"10292","D"
"10293","D"
"10294","L"
"10295","W"
"10296","L"
"10297","L"
"10298","D"
"10299","W"
"10300","D"
"10301","L"
"10302","L"
"10303","D"
"10304","L"
"10305","D"
"10306","W"
"10307","W"
"10308","L"
"10309","D"
"10310","W"
"10311","D"
"10312","D"
"10313","L"
"10314","W"
"10315","D"
"10316","L"
"10317","W"
"10318","D"
"10319","L"
"10320","L"
"10321","W"
"10322","L"
"10323","L"
"10324","W"
"10325","W"
"10326","W"
"10327","W"
"10328","D"
"10329","L"
"10330","D"
"10331","L"
"10332","W"
"10333","W"
"10334","L"
"10335","D"
"10336","W"
"10337","D"
"10338","D"
"10339","L"
"10340","L"
"10341","L"
"10342","L"
"10343","W"
"10344","L"
"10345","D"
"10346","D"
"10347","D"
"10348","W"
"10349","W"
"10350","D"
"10351","D"
"10352","D"
"10353","W"
"10354","W"
"10355","D"
"10356","D"
"10357","L"
"10358","W"
"10359","L"
"10360","D"
"10361","L"
"10362","W"
"10363","W"
"10364","W"
"10365","L"
"10366","W"
"10367","W"
"10368","L"
"10369","L"
"10370","W"
"10371","W"
"10372","W"
"10373","W"
"10374","D"
"10375","D"
"10376","L"
"10377","W"
"10378","L"
"10379","D"
"10380","W"
"10381","D"
"10382","D"
"10383","D"
"10384","D"
"10385","D"
"10386","L"
"10387","D"
"10388","L"
"10389","L"
"10390","D"
"10391","W"
"10392","L"
"10393","W"
"10394","W"
"10395","W"
"10396","D"
"10397","W"
"10398","L"
"10399","W"
"10400","L"
"10401","D"
"10402","D"
"10403","W"
"10404","D"
"10405","W"
"10406","D"
"10407","L"
"10408","W"
"10409","W"
"10410","W"
"10411","D"
"10412","L"
"10413","D"
"10414","W"
"10415","L"
"10416","L"
"10417","L"
"10418","L"
"10419","D"
"10420","W"
"10421","D"
"10422","W"
"10423","L"
"10424","D"
"10425","W"
"10426","D"
"10427","L"
"10428","D"
"10429","W"
"10430","W"
"10431","D"
"10432","L"
"10433","D"
"10434","W"
"10435","W"
"10436","W"
"10437","L"
"10438","D"
"10439","L"
"10440","W"
"10441","D"
"10442","L"
"10443","L"
"10444","L"
"10445","W"
"10446","L"
"10447","W"
"10448","W"
"10449","W"
"10450","D"
"10451","W"
"10452","L"
"10453","L"
"10454","W"
"10455","W"
"10456","L"
"10457","L"
"10458","D"
"10459","L"
"10460","D"
"10461","L"
"10462","D"
"10463","D"
"10464","D"
"10465","W"
"10466","L"
"10467","L"
"10468","D"
"10469","W"
"10470","D"
"10471","L"
"10472","W"
"10473","W"
"10474","L"
"10475","W"
"10476","D"
"10477","D"
"10478","W"
"10479","W"
"10480","W"
"10481","W"
"10482","L"
"10483","D"
"10484","L"
"10485","D"
"10486","L"
"10487","D"
"10488","W"
"10489","D"
"10490","L"
"10491","D"
"10492","W"
"10493","D"
"10494","W"
"10495","L"
"10496","L"
"10497","D"
"10498","D"
"10499","L"
"10500","W"
"10501","L"
"10502","D"
"10503","L"
"10504","L"
"10505","W"
"10506","W"
"10507","W"
"10508","L"
"10509","L"
"10510","L"
"10511","D"
"10512","W"
"10513","D"
"10514","W"
"10515","W"
"10516","L"
"10517","W"
"10518","W"
"10519","L"
"10520","W"
"10521","L"
"10522","W"
"10523","W"
"10524","L"
"10525","L"
"10526","L"
"10527","L"
"10528","W"
"10529","D"
"10530","L"
"10531","L"
"10532","L"
"10533","W"
"10534","W"
"10535","W"
"10536","D"
"10537","D"
"10538","D"
"10539","D"
"10540","W"
"10541","W"
"10542","W"
"10543","D"
"10544","L"
"10545","D"
"10546","L"
"10547","L"
"10548","L"
"10549","D"
"10550","W"
"10551","L"
"10552","D"
"10553","W"
"10554","D"
"10555","D"
"10556","D"
"10557","W"
"10558","L"
"10559","W"
"10560","D"
"10561","D"
"10562","L"
"10563","D"
"10564","L"
"10565","W"
"10566","L"
"10567","L"
"10568","W"
"10569","D"
"10570","D"
"10571","W"
"10572","D"
"10573","D"
"10574","D"
"10575","L"
"10576","L"
"10577","L"
"10578","D"
"10579","L"
"10580","L"
"10581","L"
"10582","L"
"10583","W"
"10584","L"
"10585","L"
"10586","D"
"10587","L"
"10588","W"
"10589","L"
"10590","W"
"10591","W"
"10592","W"
"10593","L"
"10594","W"
"10595","L"
"10596","W"
"10597","L"
"10598","W"
"10599","D"
"10600","L"
"10601","L"
"10602","L"
"10603","L"
"10604","L"
"10605","L"
"10606","D"
"10607","D"
"10608","W"
"10609","L"
"10610","D"
"10611","L"
"10612","W"
"10613","W"
"10614","D"
"10615","W"
"10616","L"
"10617","D"
"10618","W"
"10619","L"
"10620","D"
"10621","D"
"10622","L"
"10623","W"
"10624","W"
"10625","L"
"10626","L"
"10627","L"
"10628","D"
"10629","L"
"10630","D"
"10631","L"
"10632","L"
"10633","D"
"10634","L"
"10635","L"
"10636","D"
"10637","L"
"10638","L"
"10639","L"
"10640","L"
"10641","W"
"10642","L"
"10643","W"
"10644","D"
"10645","L"
"10646","L"
"10647","W"
"10648","W"
"10649","W"
"10650","D"
"10651","L"
"10652","D"
"10653","L"
"10654","W"
"10655","D"
"10656","L"
"10657","W"
"10658","D"
"10659","W"
"10660","D"
"10661","L"
"10662","D"
"10663","L"
"10664","L"
"10665","W"
"10666","L"
"10667","W"
"10668","W"
"10669","L"
"10670","L"
"10671","W"
"10672","L"
"10673","L"
"10674","D"
"10675","L"
"10676","L"
"10677","L"
"10678","L"
"10679","W"
"10680","L"
"10681","W"
"10682","W"
"10683","W"
"10684","L"
"10685","L"
"10686","D"
"10687","W"
"10688","L"
"10689","L"
"10690","W"
"10691","L"
"10692","L"
"10693","L"
"10694","W"
"10695","L"
"10696","L"
"10697","L"
"10698","L"
"10699","W"
"10700","L"
"10701","D"
"10702","W"
"10703","L"
"10704","D"
"10705","W"
"10706","L"
"10707","L"
"10708","D"
"10709","L"
"10710","L"
"10711","D"
"10712","W"
"10713","W"
"10714","W"
"10715","W"
"10716","L"
"10717","L"
"10718","D"
"10719","L"
"10720","D"
"10721","D"
"10722","L"
"10723","L"
"10724","D"
"10725","W"
"10726","L"
"10727","W"
"10728","L"
"10729","W"
"10730","L"
"10731","D"
"10732","D"
"10733","W"
"10734","L"
"10735","W"
"10736","D"
"10737","D"
"10738","D"
"10739","W"
"10740","D"
"10741","L"
"10742","L"
"10743","L"
"10744","W"
"10745","L"
"10746","L"
"10747","L"
"10748","D"
"10749","L"
"10750","L"
"10751","L"
"10752","W"
"10753","W"
"10754","L"
"10755","L"
"10756","L"
"10757","D"
"10758","L"
"10759","D"
"10760","L"
"10761","D"
"10762","W"
"10763","L"
"10764","W"
"10765","W"
"10766","D"
"10767","L"
"10768","L"
"10769","L"
"10770","D"
"10771","W"
"10772","D"
"10773","W"
"10774","L"
"10775","L"
"10776","D"
"10777","W"
"10778","L"
"10779","L"
"10780","W"
"10781","W"
"10782","L"
"10783","L"
"10784","D"
"10785","L"
"10786","W"
"10787","D"
"10788","D"
"10789","L"
"10790","W"
"10791","W"
"10792","D"
"10793","L"
"10794","L"
"10795","L"
"10796","D"
"10797","D"
"10798","D"
"10799","L"
"10800","D"
"10801","L"
"10802","L"
"10803","W"
"10804","L"
"10805","W"
"10806","L"
"10807","L"
"10808","W"
"10809","D"
"10810","W"
"10811","D"
"10812","L"
"10813","D"
"10814","D"
"10815","L"
"10816","W"
"10817","W"
"10818","D"
"10819","L"
"10820","L"
"10821","W"
"10822","D"
"10823","L"
"10824","D"
"10825","W"
"10826","L"
"10827","L"
"10828","W"
"10829","L"
"10830","L"
"10831","L"
"10832","L"
"10833","W"
"10834","W"
"10835","L"
"10836","L"
"10837","D"
"10838","L"
"10839","L"
"10840","L"
"10841","D"
"10842","D"
"10843","D"
"10844","L"
"10845","D"
"10846","L"
"10847","L"
"10848","L"
"10849","L"
"10850","L"
"10851","W"
"10852","L"
"10853","L"
"10854","L"
"10855","D"
"10856","D"
"10857","L"
"10858","W"
"10859","L"
"10860","L"
"10861","W"
"10862","L"
"10863","L"
"10864","L"
"10865","L"
"10866","L"
"10867","W"
"10868","L"
"10869","L"
"10870","L"
"10871","L"
"10872","W"
"10873","W"
"10874","D"
"10875","W"
"10876","W"
"10877","L"
"10878","D"
"10879","L"
"10880","D"
"10881","L"
"10882","L"
"10883","L"
"10884","D"
"10885","D"
"10886","L"
"10887","W"
"10888","D"
"10889","D"
"10890","L"
"10891","W"
"10892","L"
"10893","D"
"10894","L"
"10895","L"
"10896","L"
"10897","L"
"10898","D"
"10899","D"
"10900","L"
"10901","D"
"10902","W"
"10903","L"
"10904","L"
"10905","D"
"10906","L"
"10907","L"
"10908","L"
"10909","D"
"10910","L"
"10911","D"
"10912","L"
"10913","D"
"10914","L"
"10915","L"
"10916","L"
"10917","W"
"10918","D"
"10919","L"
"10920","L"
"10921","L"
"10922","L"
"10923","L"
"10924","L"
"10925","L"
"10926","W"
"10927","L"
"10928","L"
"10929","L"
"10930","D"
"10931","W"
"10932","W"
"10933","W"
"10934","W"
"10935","W"
"10936","W"
"10937","W"
"10938","W"
"10939","W"
"10940","W"
"10941","D"
"10942","W"
"10943","W"
"10944","W"
"10945","W"
"10946","W"
"10947","W"
"10948","W"
"10949","W"
"10950","W"
"10951","W"
"10952","W"
"10953","L"
"10954","W"
"10955","W"
"10956","D"
"10957","W"
"10958","W"
"10959","W"
"10960","W"
"10961","W"
"10962","L"
"10963","W"
"10964","W"
"10965","W"
"10966","W"
"10967","W"
"10968","W"
"10969","W"
"10970","W"
"10971","D"
"10972","W"
"10973","W"
"10974","W"
"10975","W"
"10976","W"
"10977","D"
"10978","W"
"10979","W"
"10980","W"
"10981","L"
"10982","W"
"10983","W"
"10984","W"
"10985","L"
"10986","W"
"10987","W"
"10988","W"
"10989","W"
"10990","W"
"10991","D"
"10992","W"
"10993","W"
"10994","W"
"10995","W"
"10996","W"
"10997","W"
"10998","W"
"10999","W"
"11000","W"
"11001","W"
"11002","W"
"11003","W"
"11004","W"
"11005","W"
"11006","W"
"11007","W"
"11008","D"
"11009","W"
"11010","W"
"11011","W"
"11012","W"
"11013","W"
"11014","W"
"11015","W"
"11016","W"
"11017","D"
"11018","W"
"11019","W"
"11020","D"
"11021","W"
"11022","D"
"11023","W"
"11024","W"
"11025","D"
"11026","W"
"11027","W"
"11028","D"
"11029","W"
"11030","W"
"11031","D"
"11032","W"
"11033","D"
"11034","W"
"11035","W"
"11036","W"
"11037","L"
"11038","D"
"11039","L"
"11040","W"
"11041","W"
"11042","W"
"11043","W"
"11044","W"
"11045","W"
"11046","W"
"11047","W"
"11048","W"
"11049","W"
"11050","W"
"11051","W"
"11052","W"
"11053","D"
"11054","W"
"11055","W"
"11056","W"
"11057","D"
"11058","W"
"11059","L"
"11060","W"
"11061","W"
"11062","W"
"11063","W"
"11064","W"
"11065","W"
"11066","W"
"11067","W"
"11068","D"
"11069","W"
"11070","L"
"11071","W"
"11072","W"
"11073","D"
"11074","W"
"11075","L"
"11076","W"
"11077","D"
"11078","W"
"11079","W"
"11080","D"
"11081","L"
"11082","W"
"11083","D"
"11084","W"
"11085","D"
"11086","W"
"11087","W"
"11088","L"
"11089","W"
"11090","W"
"11091","D"
"11092","W"
"11093","L"
"11094","W"
"11095","D"
"11096","D"
"11097","W"
"11098","W"
"11099","W"
"11100","L"
"11101","W"
"11102","W"
"11103","W"
"11104","W"
"11105","W"
"11106","D"
"11107","L"
"11108","W"
"11109","W"
"11110","W"
"11111","W"
"11112","D"
"11113","W"
"11114","L"
"11115","W"
"11116","W"
"11117","W"
"11118","W"
"11119","W"
"11120","W"
"11121","L"
"11122","D"
"11123","L"
"11124","W"
"11125","W"
"11126","L"
"11127","D"
"11128","L"
"11129","W"
"11130","W"
"11131","W"
"11132","W"
"11133","L"
"11134","D"
"11135","W"
"11136","W"
"11137","W"
"11138","W"
"11139","W"
"11140","W"
"11141","W"
"11142","W"
"11143","W"
"11144","W"
"11145","D"
"11146","D"
"11147","W"
"11148","W"
"11149","W"
"11150","W"
"11151","D"
"11152","W"
"11153","W"
"11154","D"
"11155","W"
"11156","W"
"11157","W"
"11158","W"
"11159","W"
"11160","W"
"11161","L"
"11162","W"
"11163","L"
"11164","L"
"11165","D"
"11166","W"
"11167","W"
"11168","W"
"11169","D"
"11170","W"
"11171","L"
"11172","W"
"11173","W"
"11174","W"
"11175","W"
"11176","W"
"11177","W"
"11178","W"
"11179","W"
"11180","D"
"11181","W"
"11182","W"
"11183","W"
"11184","L"
"11185","L"
"11186","L"
"11187","W"
"11188","D"
"11189","D"
"11190","W"
"11191","W"
"11192","W"
"11193","W"
"11194","W"
"11195","W"
"11196","D"
"11197","W"
"11198","W"
"11199","L"
"11200","D"
"11201","W"
"11202","D"
"11203","L"
"11204","L"
"11205","D"
"11206","W"
"11207","W"
"11208","W"
"11209","D"
"11210","W"
"11211","W"
"11212","W"
"11213","D"
"11214","W"
"11215","D"
"11216","W"
"11217","D"
"11218","D"
"11219","D"
"11220","D"
"11221","L"
"11222","D"
"11223","L"
"11224","L"
"11225","W"
"11226","W"
"11227","W"
"11228","W"
"11229","W"
"11230","W"
"11231","W"
"11232","L"
"11233","W"
"11234","W"
"11235","D"
"11236","L"
"11237","W"
"11238","L"
"11239","W"
"11240","W"
"11241","W"
"11242","W"
"11243","D"
"11244","L"
"11245","W"
"11246","D"
"11247","D"
"11248","W"
"11249","L"
"11250","W"
"11251","D"
"11252","W"
"11253","L"
"11254","L"
"11255","W"
"11256","W"
"11257","W"
"11258","W"
"11259","W"
"11260","W"
"11261","W"
"11262","L"
"11263","L"
"11264","W"
"11265","W"
"11266","L"
"11267","W"
"11268","W"
"11269","D"
"11270","D"
"11271","D"
"11272","D"
"11273","W"
"11274","W"
"11275","W"
"11276","L"
"11277","W"
"11278","W"
"11279","W"
"11280","D"
"11281","W"
"11282","W"
"11283","W"
"11284","D"
"11285","W"
"11286","W"
"11287","W"
"11288","W"
"11289","D"
"11290","D"
"11291","L"
"11292","W"
"11293","W"
"11294","W"
"11295","W"
"11296","W"
"11297","D"
"11298","W"
"11299","W"
"11300","L"
"11301","D"
"11302","W"
"11303","W"
"11304","D"
"11305","D"
"11306","D"
"11307","W"
"11308","W"
"11309","D"
"11310","D"
"11311","W"
"11312","W"
"11313","W"
"11314","W"
"11315","L"
"11316","D"
"11317","D"
"11318","L"
"11319","L"
"11320","W"
"11321","W"
"11322","W"
"11323","W"
"11324","W"
"11325","W"
"11326","W"
"11327","L"
"11328","W"
"11329","D"
"11330","W"
"11331","W"
"11332","D"
"11333","D"
"11334","L"
"11335","L"
"11336","W"
"11337","W"
"11338","W"
"11339","L"
"11340","D"
"11341","W"
"11342","L"
"11343","W"
"11344","W"
"11345","L"
"11346","L"
"11347","W"
"11348","W"
"11349","D"
"11350","L"
"11351","W"
"11352","L"
"11353","W"
"11354","W"
"11355","W"
"11356","W"
"11357","W"
"11358","W"
"11359","W"
"11360","W"
"11361","W"
"11362","L"
"11363","D"
"11364","D"
"11365","W"
"11366","D"
"11367","L"
"11368","W"
"11369","W"
"11370","W"
"11371","W"
"11372","L"
"11373","W"
"11374","L"
"11375","W"
"11376","W"
"11377","W"
"11378","L"
"11379","W"
"11380","W"
"11381","W"
"11382","D"
"11383","D"
"11384","W"
"11385","W"
"11386","D"
"11387","W"
"11388","W"
"11389","D"
"11390","W"
"11391","W"
"11392","L"
"11393","W"
"11394","W"
"11395","L"
"11396","D"
"11397","W"
"11398","W"
"11399","W"
"11400","W"
"11401","W"
"11402","D"
"11403","L"
"11404","D"
"11405","D"
"11406","W"
"11407","W"
"11408","L"
"11409","D"
"11410","D"
"11411","W"
"11412","W"
"11413","W"
"11414","D"
"11415","W"
"11416","L"
"11417","L"
"11418","D"
"11419","L"
"11420","W"
"11421","W"
"11422","W"
"11423","L"
"11424","W"
"11425","W"
"11426","D"
"11427","W"
"11428","L"
"11429","L"
"11430","D"
"11431","W"
"11432","L"
"11433","D"
"11434","D"
"11435","D"
"11436","W"
"11437","W"
"11438","W"
"11439","D"
"11440","D"
"11441","W"
"11442","L"
"11443","W"
"11444","W"
"11445","W"
"11446","W"
"11447","D"
"11448","W"
"11449","W"
"11450","W"
"11451","W"
"11452","W"
"11453","W"
"11454","W"
"11455","D"
"11456","L"
"11457","W"
"11458","D"
"11459","L"
"11460","W"
"11461","D"
"11462","L"
"11463","W"
"11464","W"
"11465","D"
"11466","L"
"11467","W"
"11468","W"
"11469","W"
"11470","W"
"11471","L"
"11472","W"
"11473","W"
"11474","D"
"11475","D"
"11476","D"
"11477","L"
"11478","W"
"11479","L"
"11480","L"
"11481","W"
"11482","L"
"11483","W"
"11484","W"
"11485","L"
"11486","D"
"11487","W"
"11488","D"
"11489","W"
"11490","W"
"11491","W"
"11492","D"
"11493","W"
"11494","W"
"11495","W"
"11496","D"
"11497","D"
"11498","W"
"11499","L"
"11500","L"
"11501","W"
"11502","W"
"11503","D"
"11504","W"
"11505","W"
"11506","D"
"11507","W"
"11508","W"
"11509","L"
"11510","W"
"11511","D"
"11512","D"
"11513","L"
"11514","D"
"11515","W"
"11516","W"
"11517","D"
"11518","W"
"11519","L"
"11520","W"
"11521","W"
"11522","D"
"11523","D"
"11524","W"
"11525","W"
"11526","W"
"11527","D"
"11528","L"
"11529","D"
"11530","W"
"11531","L"
"11532","W"
"11533","W"
"11534","L"
"11535","W"
"11536","D"
"11537","W"
"11538","L"
"11539","L"
"11540","W"
"11541","W"
"11542","L"
"11543","W"
"11544","W"
"11545","L"
"11546","D"
"11547","W"
"11548","D"
"11549","W"
"11550","W"
"11551","W"
"11552","L"
"11553","W"
"11554","L"
"11555","W"
"11556","W"
"11557","W"
"11558","W"
"11559","L"
"11560","L"
"11561","L"
"11562","D"
"11563","W"
"11564","W"
"11565","W"
"11566","W"
"11567","W"
"11568","L"
"11569","L"
"11570","W"
"11571","W"
"11572","L"
"11573","D"
"11574","L"
"11575","W"
"11576","L"
"11577","W"
"11578","L"
"11579","L"
"11580","L"
"11581","W"
"11582","L"
"11583","W"
"11584","W"
"11585","W"
"11586","L"
"11587","W"
"11588","L"
"11589","D"
"11590","W"
"11591","D"
"11592","L"
"11593","W"
"11594","W"
"11595","W"
"11596","W"
"11597","W"
"11598","W"
"11599","W"
"11600","D"
"11601","L"
"11602","L"
"11603","W"
"11604","L"
"11605","D"
"11606","L"
"11607","W"
"11608","W"
"11609","W"
"11610","W"
"11611","L"
"11612","D"
"11613","W"
"11614","L"
"11615","W"
"11616","W"
"11617","W"
"11618","W"
"11619","D"
"11620","W"
"11621","W"
"11622","L"
"11623","L"
"11624","D"
"11625","L"
"11626","W"
"11627","W"
"11628","L"
"11629","W"
"11630","L"
"11631","L"
"11632","L"
"11633","W"
"11634","W"
"11635","D"
"11636","L"
"11637","W"
"11638","D"
"11639","W"
"11640","W"
"11641","L"
"11642","W"
"11643","D"
"11644","W"
"11645","L"
"11646","W"
"11647","W"
"11648","W"
"11649","L"
"11650","W"
"11651","L"
"11652","L"
"11653","W"
"11654","W"
"11655","L"
"11656","W"
"11657","L"
"11658","L"
"11659","W"
"11660","L"
"11661","L"
"11662","W"
"11663","W"
"11664","L"
"11665","D"
"11666","W"
"11667","D"
"11668","W"
"11669","D"
"11670","D"
"11671","D"
"11672","W"
"11673","D"
"11674","L"
"11675","W"
"11676","D"
"11677","W"
"11678","D"
"11679","D"
"11680","W"
"11681","W"
"11682","D"
"11683","W"
"11684","L"
"11685","L"
"11686","D"
"11687","W"
"11688","W"
"11689","W"
"11690","L"
"11691","W"
"11692","D"
"11693","L"
"11694","W"
"11695","D"
"11696","W"
"11697","W"
"11698","W"
"11699","W"
"11700","W"
"11701","D"
"11702","L"
"11703","W"
"11704","L"
"11705","D"
"11706","W"
"11707","W"
"11708","D"
"11709","W"
"11710","D"
"11711","W"
"11712","D"
"11713","L"
"11714","L"
"11715","L"
"11716","L"
"11717","W"
"11718","W"
"11719","D"
"11720","L"
"11721","D"
"11722","W"
"11723","W"
"11724","D"
"11725","L"
"11726","L"
"11727","L"
"11728","D"
"11729","L"
"11730","W"
"11731","D"
"11732","W"
"11733","W"
"11734","W"
"11735","W"
"11736","W"
"11737","D"
"11738","D"
"11739","D"
"11740","L"
"11741","L"
"11742","L"
"11743","L"
"11744","W"
"11745","W"
"11746","D"
"11747","W"
"11748","W"
"11749","L"
"11750","W"
"11751","W"
"11752","D"
"11753","W"
"11754","W"
"11755","W"
"11756","D"
"11757","D"
"11758","L"
"11759","L"
"11760","D"
"11761","W"
"11762","W"
"11763","W"
"11764","L"
"11765","D"
"11766","L"
"11767","W"
"11768","W"
"11769","W"
"11770","W"
"11771","D"
"11772","W"
"11773","D"
"11774","W"
"11775","W"
"11776","L"
"11777","L"
"11778","W"
"11779","W"
"11780","W"
"11781","W"
"11782","D"
"11783","W"
"11784","W"
"11785","W"
"11786","L"
"11787","W"
"11788","W"
"11789","W"
"11790","D"
"11791","W"
"11792","W"
"11793","L"
"11794","D"
"11795","L"
"11796","W"
"11797","W"
"11798","W"
"11799","W"
"11800","W"
"11801","W"
"11802","L"
"11803","W"
"11804","W"
"11805","L"
"11806","L"
"11807","L"
"11808","W"
"11809","W"
"11810","D"
"11811","D"
"11812","D"
"11813","W"
"11814","W"
"11815","L"
"11816","W"
"11817","L"
"11818","W"
"11819","D"
"11820","W"
"11821","W"
"11822","W"
"11823","L"
"11824","W"
"11825","W"
"11826","W"
"11827","L"
"11828","D"
"11829","D"
"11830","D"
"11831","W"
"11832","L"
"11833","L"
"11834","W"
"11835","D"
"11836","W"
"11837","W"
"11838","L"
"11839","D"
"11840","W"
"11841","W"
"11842","W"
"11843","W"
"11844","L"
"11845","W"
"11846","W"
"11847","L"
"11848","W"
"11849","D"
"11850","W"
"11851","L"
"11852","D"
"11853","D"
"11854","W"
"11855","L"
"11856","W"
"11857","W"
"11858","L"
"11859","L"
"11860","W"
"11861","L"
"11862","W"
"11863","L"
"11864","L"
"11865","W"
"11866","W"
"11867","W"
"11868","D"
"11869","W"
"11870","D"
"11871","D"
"11872","L"
"11873","W"
"11874","D"
"11875","W"
"11876","W"
"11877","D"
"11878","W"
"11879","D"
"11880","W"
"11881","L"
"11882","W"
"11883","W"
"11884","D"
"11885","W"
"11886","L"
"11887","D"
"11888","W"
"11889","L"
"11890","W"
"11891","W"
"11892","W"
"11893","W"
"11894","W"
"11895","W"
"11896","D"
"11897","L"
"11898","W"
"11899","W"
"11900","L"
"11901","D"
"11902","D"
"11903","L"
"11904","L"
"11905","L"
"11906","W"
"11907","W"
"11908","D"
"11909","D"
"11910","D"
"11911","W"
"11912","W"
"11913","W"
"11914","L"
"11915","D"
"11916","L"
"11917","D"
"11918","W"
"11919","L"
"11920","L"
"11921","W"
"11922","L"
"11923","W"
"11924","D"
"11925","W"
"11926","D"
"11927","W"
"11928","W"
"11929","W"
"11930","L"
"11931","L"
"11932","L"
"11933","W"
"11934","L"
"11935","L"
"11936","D"
"11937","L"
"11938","W"
"11939","W"
"11940","L"
"11941","W"
"11942","D"
"11943","W"
"11944","D"
"11945","L"
"11946","W"
"11947","W"
"11948","W"
"11949","L"
"11950","D"
"11951","W"
"11952","W"
"11953","W"
"11954","D"
"11955","D"
"11956","L"
"11957","W"
"11958","W"
"11959","L"
"11960","W"
"11961","D"
"11962","W"
"11963","W"
"11964","L"
"11965","L"
"11966","L"
"11967","W"
"11968","W"
"11969","L"
"11970","L"
"11971","W"
"11972","W"
"11973","D"
"11974","L"
"11975","W"
"11976","L"
"11977","D"
"11978","W"
"11979","W"
"11980","D"
"11981","W"
"11982","D"
"11983","D"
"11984","W"
"11985","D"
"11986","D"
"11987","L"
"11988","D"
"11989","L"
"11990","L"
"11991","L"
"11992","L"
"11993","W"
"11994","W"
"11995","L"
"11996","D"
"11997","W"
"11998","W"
"11999","L"
"12000","D"
"12001","L"
"12002","W"
"12003","L"
"12004","L"
"12005","W"
"12006","D"
"12007","D"
"12008","W"
"12009","D"
"12010","L"
"12011","L"
"12012","W"
"12013","W"
"12014","W"
"12015","W"
"12016","L"
"12017","W"
"12018","L"
"12019","D"
"12020","D"
"12021","D"
"12022","D"
"12023","W"
"12024","W"
"12025","W"
"12026","W"
"12027","L"
"12028","W"
"12029","L"
"12030","W"
"12031","W"
"12032","L"
"12033","L"
"12034","L"
"12035","L"
"12036","L"
"12037","D"
"12038","L"
"12039","W"
"12040","W"
"12041","W"
"12042","W"
"12043","W"
"12044","L"
"12045","D"
"12046","D"
"12047","W"
"12048","W"
"12049","W"
"12050","L"
"12051","D"
"12052","L"
"12053","L"
"12054","W"
"12055","W"
"12056","W"
"12057","W"
"12058","L"
"12059","W"
"12060","L"
"12061","L"
"12062","D"
"12063","L"
"12064","W"
"12065","W"
"12066","L"
"12067","D"
"12068","L"
"12069","D"
"12070","W"
"12071","L"
"12072","W"
"12073","W"
"12074","L"
"12075","D"
"12076","W"
"12077","W"
"12078","W"
"12079","W"
"12080","L"
"12081","W"
"12082","D"
"12083","D"
"12084","W"
"12085","W"
"12086","D"
"12087","D"
"12088","L"
"12089","W"
"12090","W"
"12091","L"
"12092","W"
"12093","L"
"12094","W"
"12095","W"
"12096","D"
"12097","D"
"12098","L"
"12099","W"
"12100","D"
"12101","L"
"12102","W"
"12103","W"
"12104","L"
"12105","L"
"12106","W"
"12107","D"
"12108","W"
"12109","W"
"12110","W"
"12111","W"
"12112","W"
"12113","L"
"12114","L"
"12115","D"
"12116","L"
"12117","L"
"12118","W"
"12119","L"
"12120","D"
"12121","D"
"12122","W"
"12123","L"
"12124","D"
"12125","W"
"12126","W"
"12127","L"
"12128","D"
"12129","L"
"12130","W"
"12131","D"
"12132","L"
"12133","W"
"12134","W"
