"","x"
"4139","W"
"4140","W"
"4141","L"
"4142","W"
"4143","L"
"4144","L"
"4145","D"
"4146","D"
"4147","W"
"4148","W"
"4149","D"
"4150","L"
"4151","D"
"4152","W"
"4153","W"
"4154","L"
"4155","W"
"4156","D"
"4157","W"
"4158","L"
"4159","L"
"4160","L"
"4161","D"
"4162","W"
"4163","D"
"4164","L"
"4165","W"
"4166","D"
"4167","L"
"4168","D"
"4169","W"
"4170","W"
"4171","L"
"4172","D"
"4173","W"
"4174","D"
"4175","W"
"4176","W"
"4177","L"
"4178","L"
"4179","D"
"4180","D"
"4181","W"
"4182","W"
"4183","L"
"4184","D"
"4185","D"
"4186","W"
"4187","W"
"4188","D"
"4189","W"
"4190","L"
"4191","D"
"4192","L"
"4193","D"
"4194","W"
"4195","L"
"4196","L"
"4197","W"
"4198","L"
"4199","L"
"4200","L"
"4201","L"
"4202","L"
"4203","W"
"4204","W"
"4205","L"
"4206","D"
"4207","W"
"4208","W"
"4209","W"
"4210","L"
"4211","W"
"4212","L"
"4213","W"
"4214","L"
"4215","L"
"4216","L"
"4217","L"
"4218","L"
"4219","W"
"4220","W"
"4221","W"
"4222","L"
"4223","D"
"4224","W"
"4225","D"
"4226","W"
"4227","D"
"4228","W"
"4229","W"
"4230","L"
"4231","L"
"4232","L"
"4233","D"
"4234","D"
"4235","L"
"4236","D"
"4237","D"
"4238","L"
"4239","D"
"4240","W"
"4241","W"
"4242","L"
"4243","L"
"4244","W"
"4245","D"
"4246","D"
"4247","W"
"4248","W"
"4249","L"
"4250","L"
"4251","L"
"4252","D"
"4253","L"
"4254","D"
"4255","W"
"4256","L"
"4257","L"
"4258","W"
"4259","L"
"4260","D"
"4261","D"
"4262","W"
"4263","L"
"4264","D"
"4265","L"
"4266","D"
"4267","L"
"4268","L"
"4269","W"
"4270","W"
"4271","L"
"4272","W"
"4273","L"
"4274","W"
"4275","D"
"4276","W"
"4277","D"
"4278","W"
"4279","L"
"4280","L"
"4281","L"
"4282","W"
"4283","W"
"4284","W"
"4285","D"
"4286","W"
"4287","L"
"4288","L"
"4289","L"
"4290","D"
"4291","W"
"4292","L"
"4293","D"
"4294","W"
"4295","D"
"4296","L"
"4297","L"
"4298","L"
"4299","L"
"4300","L"
"4301","L"
"4302","W"
"4303","L"
"4304","L"
"4305","W"
"4306","L"
"4307","L"
"4308","L"
"4309","L"
"4310","L"
"4311","L"
"4312","L"
"4313","W"
"4314","L"
"4315","W"
"4316","W"
"4317","D"
"4318","D"
"4319","L"
"4320","D"
"4321","L"
"4322","L"
"4323","L"
"4324","W"
"4325","L"
"4326","D"
"4327","L"
"4328","D"
"4329","W"
"4330","D"
"4331","W"
"4332","L"
"4333","L"
"4334","L"
"4335","W"
"4336","W"
"4337","D"
"4338","D"
"4339","D"
"4340","L"
"4341","L"
"4342","L"
"4343","L"
"4344","D"
"4345","L"
"4346","D"
"4347","D"
"4348","L"
"4349","L"
"4350","L"
"4351","L"
"4352","L"
"4353","L"
"4354","W"
"4355","L"
"4356","D"
"4357","L"
"4358","W"
"4359","D"
"4360","L"
"4361","W"
"4362","L"
"4363","L"
"4364","D"
"4365","L"
"4366","L"
"4367","D"
"4368","W"
"4369","D"
"4370","W"
"4371","L"
"4372","W"
"4373","L"
"4374","L"
"4375","L"
"4376","L"
"4377","L"
"4378","L"
"4379","D"
"4380","W"
"4381","D"
"4382","W"
"4383","W"
"4384","W"
"4385","W"
"4386","D"
"4387","W"
"4388","W"
"4389","W"
"4390","W"
"4391","W"
"4392","W"
"4393","W"
"4394","L"
"4395","W"
"4396","W"
"4397","W"
"4398","W"
"4399","W"
"4400","W"
"4401","W"
"4402","W"
"4403","W"
"4404","L"
"4405","W"
"4406","W"
"4407","W"
"4408","W"
"4409","L"
"4410","W"
"4411","W"
"4412","W"
"4413","W"
"4414","W"
"4415","L"
"4416","W"
"4417","W"
"4418","W"
"4419","W"
"4420","W"
"4421","W"
"4422","W"
"4423","W"
"4424","W"
"4425","W"
"4426","W"
"4427","W"
"4428","W"
"4429","L"
"4430","W"
"4431","W"
"4432","W"
"4433","W"
"4434","W"
"4435","W"
"4436","W"
"4437","W"
"4438","W"
"4439","W"
"4440","D"
"4441","D"
"4442","W"
"4443","W"
"4444","W"
"4445","W"
"4446","W"
"4447","D"
"4448","W"
"4449","W"
"4450","W"
"4451","L"
"4452","W"
"4453","W"
"4454","W"
"4455","W"
"4456","D"
"4457","W"
"4458","W"
"4459","D"
"4460","W"
"4461","L"
"4462","W"
"4463","W"
"4464","W"
"4465","W"
"4466","W"
"4467","W"
"4468","W"
"4469","D"
"4470","W"
"4471","W"
"4472","W"
"4473","D"
"4474","W"
"4475","W"
"4476","W"
"4477","W"
"4478","D"
"4479","W"
"4480","W"
"4481","W"
"4482","W"
"4483","W"
"4484","W"
"4485","W"
"4486","L"
"4487","D"
"4488","L"
"4489","W"
"4490","W"
"4491","W"
"4492","W"
"4493","D"
"4494","W"
"4495","W"
"4496","W"
"4497","W"
"4498","D"
"4499","W"
"4500","W"
"4501","W"
"4502","W"
"4503","D"
"4504","W"
"4505","W"
"4506","W"
"4507","W"
"4508","W"
"4509","W"
"4510","W"
"4511","W"
"4512","W"
"4513","W"
"4514","W"
"4515","W"
"4516","W"
"4517","D"
"4518","W"
"4519","W"
"4520","W"
"4521","L"
"4522","W"
"4523","W"
"4524","L"
"4525","W"
"4526","D"
"4527","W"
"4528","W"
"4529","W"
"4530","D"
"4531","D"
"4532","W"
"4533","W"
"4534","W"
"4535","W"
"4536","W"
"4537","W"
"4538","W"
"4539","D"
"4540","W"
"4541","W"
"4542","W"
"4543","W"
"4544","W"
"4545","W"
"4546","W"
"4547","D"
"4548","W"
"4549","W"
"4550","W"
"4551","W"
"4552","W"
"4553","W"
"4554","D"
"4555","D"
"4556","W"
"4557","W"
"4558","W"
"4559","D"
"4560","W"
"4561","W"
"4562","W"
"4563","D"
"4564","D"
"4565","W"
"4566","W"
"4567","W"
"4568","W"
"4569","D"
"4570","W"
"4571","W"
"4572","D"
"4573","W"
"4574","W"
"4575","W"
"4576","W"
"4577","W"
"4578","W"
"4579","D"
"4580","W"
"4581","L"
"4582","W"
"4583","W"
"4584","W"
"4585","W"
"4586","D"
"4587","W"
"4588","W"
"4589","W"
"4590","W"
"4591","W"
"4592","W"
"4593","W"
"4594","W"
"4595","W"
"4596","W"
"4597","W"
"4598","L"
"4599","L"
"4600","W"
"4601","W"
"4602","W"
"4603","W"
"4604","D"
"4605","L"
"4606","W"
"4607","W"
"4608","W"
"4609","D"
"4610","L"
"4611","W"
"4612","W"
"4613","W"
"4614","D"
"4615","L"
"4616","W"
"4617","W"
"4618","W"
"4619","W"
"4620","W"
"4621","W"
"4622","W"
"4623","W"
"4624","W"
"4625","W"
"4626","D"
"4627","W"
"4628","W"
"4629","W"
"4630","W"
"4631","W"
"4632","W"
"4633","W"
"4634","W"
"4635","W"
"4636","W"
"4637","W"
"4638","W"
"4639","L"
"4640","L"
"4641","W"
"4642","D"
"4643","D"
"4644","D"
"4645","W"
"4646","W"
"4647","W"
"4648","W"
"4649","W"
"4650","W"
"4651","D"
"4652","W"
"4653","L"
"4654","L"
"4655","W"
"4656","D"
"4657","W"
"4658","W"
"4659","W"
"4660","W"
"4661","W"
"4662","W"
"4663","W"
"4664","W"
"4665","W"
"4666","D"
"4667","D"
"4668","W"
"4669","D"
"4670","L"
"4671","D"
"4672","W"
"4673","W"
"4674","W"
"4675","D"
"4676","W"
"4677","W"
"4678","W"
"4679","D"
"4680","D"
"4681","W"
"4682","D"
"4683","W"
"4684","W"
"4685","W"
"4686","W"
"4687","D"
"4688","W"
"4689","L"
"4690","W"
"4691","W"
"4692","W"
"4693","W"
"4694","L"
"4695","D"
"4696","W"
"4697","W"
"4698","W"
"4699","D"
"4700","W"
"4701","W"
"4702","W"
"4703","D"
"4704","W"
"4705","W"
"4706","W"
"4707","L"
"4708","D"
"4709","W"
"4710","W"
"4711","W"
"4712","W"
"4713","W"
"4714","W"
"4715","L"
"4716","W"
"4717","D"
"4718","W"
"4719","W"
"4720","L"
"4721","W"
"4722","W"
"4723","L"
"4724","W"
"4725","W"
"4726","L"
"4727","W"
"4728","D"
"4729","W"
"4730","W"
"4731","W"
"4732","W"
"4733","L"
"4734","W"
"4735","W"
"4736","W"
"4737","W"
"4738","W"
"4739","D"
"4740","W"
"4741","W"
"4742","W"
"4743","W"
"4744","W"
"4745","D"
"4746","W"
"4747","W"
"4748","D"
"4749","L"
"4750","L"
"4751","L"
"4752","D"
"4753","W"
"4754","W"
"4755","W"
"4756","W"
"4757","D"
"4758","L"
"4759","D"
"4760","W"
"4761","L"
"4762","W"
"4763","W"
"4764","W"
"4765","W"
"4766","W"
"4767","D"
"4768","W"
"4769","D"
"4770","D"
"4771","W"
"4772","L"
"4773","W"
"4774","W"
"4775","W"
"4776","W"
"4777","L"
"4778","W"
"4779","L"
"4780","W"
"4781","D"
"4782","W"
"4783","W"
"4784","W"
"4785","W"
"4786","W"
"4787","W"
"4788","W"
"4789","W"
"4790","D"
"4791","W"
"4792","W"
"4793","W"
"4794","W"
"4795","W"
"4796","W"
"4797","W"
"4798","L"
"4799","W"
"4800","L"
"4801","W"
"4802","W"
"4803","W"
"4804","D"
"4805","L"
"4806","W"
"4807","L"
"4808","W"
"4809","L"
"4810","W"
"4811","W"
"4812","W"
"4813","W"
"4814","W"
"4815","L"
"4816","W"
"4817","W"
"4818","W"
"4819","W"
"4820","D"
"4821","W"
"4822","D"
"4823","W"
"4824","D"
"4825","D"
"4826","W"
"4827","L"
"4828","W"
"4829","W"
"4830","W"
"4831","W"
"4832","W"
"4833","W"
"4834","W"
"4835","L"
"4836","L"
"4837","W"
"4838","W"
"4839","W"
"4840","D"
"4841","W"
"4842","D"
"4843","W"
"4844","W"
"4845","W"
"4846","D"
"4847","D"
"4848","W"
"4849","W"
"4850","W"
"4851","D"
"4852","W"
"4853","L"
"4854","W"
"4855","W"
"4856","W"
"4857","D"
"4858","D"
"4859","W"
"4860","D"
"4861","W"
"4862","W"
"4863","W"
"4864","W"
"4865","D"
"4866","W"
"4867","W"
"4868","W"
"4869","W"
"4870","W"
"4871","W"
"4872","W"
"4873","L"
"4874","W"
"4875","D"
"4876","W"
"4877","W"
"4878","L"
"4879","W"
"4880","W"
"4881","D"
"4882","W"
"4883","W"
"4884","W"
"4885","L"
"4886","W"
"4887","W"
"4888","W"
"4889","W"
"4890","L"
"4891","D"
"4892","W"
"4893","W"
"4894","W"
"4895","L"
"4896","W"
"4897","W"
"4898","L"
"4899","W"
"4900","L"
"4901","W"
"4902","W"
"4903","D"
"4904","W"
"4905","W"
"4906","D"
"4907","D"
"4908","W"
"4909","D"
"4910","W"
"4911","W"
"4912","W"
"4913","W"
"4914","W"
"4915","W"
"4916","D"
"4917","W"
"4918","D"
"4919","W"
"4920","W"
"4921","W"
"4922","D"
"4923","W"
"4924","D"
"4925","D"
"4926","W"
"4927","W"
"4928","D"
"4929","D"
"4930","W"
"4931","D"
"4932","D"
"4933","W"
"4934","W"
"4935","W"
"4936","D"
"4937","W"
"4938","D"
"4939","D"
"4940","W"
"4941","W"
"4942","W"
"4943","W"
"4944","W"
"4945","W"
"4946","W"
"4947","D"
"4948","W"
"4949","L"
"4950","W"
"4951","W"
"4952","W"
"4953","L"
"4954","L"
"4955","W"
"4956","L"
"4957","D"
"4958","W"
"4959","L"
"4960","W"
"4961","W"
"4962","W"
"4963","L"
"4964","W"
"4965","W"
"4966","W"
"4967","W"
"4968","W"
"4969","W"
"4970","L"
"4971","W"
"4972","L"
"4973","W"
"4974","W"
"4975","D"
"4976","L"
"4977","D"
"4978","W"
"4979","W"
"4980","W"
"4981","W"
"4982","W"
"4983","L"
"4984","W"
"4985","L"
"4986","W"
"4987","W"
"4988","D"
"4989","D"
"4990","D"
"4991","L"
"4992","W"
"4993","D"
"4994","L"
"4995","L"
"4996","W"
"4997","L"
"4998","W"
"4999","W"
"5000","W"
"5001","D"
"5002","L"
"5003","D"
"5004","W"
"5005","W"
"5006","W"
"5007","W"
"5008","D"
"5009","W"
"5010","D"
"5011","W"
"5012","L"
"5013","L"
"5014","W"
"5015","W"
"5016","L"
"5017","D"
"5018","L"
"5019","D"
"5020","W"
"5021","W"
"5022","W"
"5023","D"
"5024","W"
"5025","L"
"5026","W"
"5027","W"
"5028","W"
"5029","W"
"5030","D"
"5031","W"
"5032","D"
"5033","W"
"5034","W"
"5035","L"
"5036","L"
"5037","W"
"5038","W"
"5039","W"
"5040","W"
"5041","L"
"5042","L"
"5043","W"
"5044","L"
"5045","W"
"5046","W"
"5047","W"
"5048","W"
"5049","D"
"5050","W"
"5051","W"
"5052","W"
"5053","W"
"5054","W"
"5055","W"
"5056","W"
"5057","D"
"5058","D"
"5059","W"
"5060","W"
"5061","W"
"5062","W"
"5063","W"
"5064","L"
"5065","W"
"5066","W"
"5067","W"
"5068","D"
"5069","D"
"5070","W"
"5071","D"
"5072","W"
"5073","W"
"5074","D"
"5075","W"
"5076","W"
"5077","W"
"5078","L"
"5079","W"
"5080","W"
"5081","W"
"5082","W"
"5083","L"
"5084","L"
"5085","W"
"5086","D"
"5087","W"
"5088","W"
"5089","W"
"5090","D"
"5091","L"
"5092","W"
"5093","D"
"5094","L"
"5095","W"
"5096","W"
"5097","W"
"5098","W"
"5099","W"
"5100","W"
"5101","W"
"5102","W"
"5103","W"
"5104","W"
"5105","L"
"5106","W"
"5107","L"
"5108","W"
"5109","L"
"5110","D"
"5111","L"
"5112","L"
"5113","W"
"5114","D"
"5115","W"
"5116","W"
"5117","W"
"5118","L"
"5119","D"
"5120","W"
"5121","D"
"5122","D"
"5123","W"
"5124","L"
"5125","W"
"5126","L"
"5127","W"
"5128","W"
"5129","W"
"5130","W"
"5131","W"
"5132","W"
"5133","W"
"5134","L"
"5135","W"
"5136","W"
"5137","W"
"5138","D"
"5139","W"
"5140","D"
"5141","D"
"5142","W"
"5143","D"
"5144","L"
"5145","W"
"5146","W"
"5147","D"
"5148","W"
"5149","W"
"5150","D"
"5151","W"
"5152","L"
"5153","D"
"5154","W"
"5155","W"
"5156","L"
"5157","W"
"5158","W"
"5159","D"
"5160","W"
"5161","W"
"5162","L"
"5163","D"
"5164","D"
"5165","W"
"5166","W"
"5167","L"
"5168","L"
"5169","W"
"5170","D"
"5171","W"
"5172","W"
"5173","L"
"5174","W"
"5175","D"
"5176","L"
"5177","W"
"5178","W"
"5179","D"
"5180","W"
"5181","W"
"5182","W"
"5183","D"
"5184","D"
"5185","L"
"5186","L"
"5187","D"
"5188","D"
"5189","D"
"5190","W"
"5191","W"
"5192","L"
"5193","D"
"5194","W"
"5195","W"
"5196","L"
"5197","W"
"5198","W"
"5199","W"
"5200","W"
"5201","L"
"5202","L"
"5203","L"
"5204","D"
"5205","D"
"5206","W"
"5207","D"
"5208","L"
"5209","L"
"5210","D"
"5211","W"
"5212","W"
"5213","D"
"5214","D"
"5215","D"
"5216","D"
"5217","W"
"5218","L"
"5219","W"
"5220","D"
"5221","W"
"5222","L"
"5223","W"
"5224","D"
"5225","W"
"5226","W"
"5227","W"
"5228","W"
"5229","D"
"5230","W"
"5231","W"
"5232","W"
"5233","D"
"5234","D"
"5235","D"
"5236","W"
"5237","D"
"5238","L"
"5239","W"
"5240","W"
"5241","L"
"5242","D"
"5243","W"
"5244","W"
"5245","W"
"5246","W"
"5247","W"
"5248","W"
"5249","W"
"5250","W"
"5251","W"
"5252","L"
"5253","W"
"5254","W"
"5255","D"
"5256","W"
"5257","W"
"5258","L"
"5259","W"
"5260","W"
"5261","L"
"5262","L"
"5263","W"
"5264","D"
"5265","W"
"5266","L"
"5267","W"
"5268","W"
"5269","W"
"5270","D"
"5271","W"
"5272","L"
"5273","D"
"5274","L"
"5275","D"
"5276","W"
"5277","W"
"5278","W"
"5279","L"
"5280","D"
"5281","W"
"5282","L"
"5283","W"
"5284","L"
"5285","W"
"5286","W"
"5287","W"
"5288","W"
"5289","D"
"5290","L"
"5291","L"
"5292","W"
"5293","L"
"5294","W"
"5295","W"
"5296","L"
"5297","D"
"5298","L"
"5299","W"
"5300","W"
"5301","W"
"5302","D"
"5303","W"
"5304","W"
"5305","D"
"5306","W"
"5307","W"
"5308","D"
"5309","W"
"5310","W"
"5311","W"
"5312","L"
"5313","W"
"5314","D"
"5315","D"
"5316","W"
"5317","W"
"5318","D"
"5319","D"
"5320","D"
"5321","D"
"5322","L"
"5323","W"
"5324","L"
"5325","L"
"5326","D"
"5327","W"
"5328","L"
"5329","W"
"5330","D"
"5331","D"
"5332","L"
"5333","W"
"5334","W"
"5335","L"
"5336","W"
"5337","L"
"5338","L"
"5339","W"
"5340","W"
"5341","D"
"5342","W"
"5343","L"
"5344","W"
"5345","W"
"5346","W"
"5347","D"
"5348","W"
"5349","W"
"5350","W"
"5351","D"
"5352","L"
"5353","W"
"5354","W"
"5355","W"
"5356","D"
"5357","L"
"5358","W"
"5359","L"
"5360","W"
"5361","W"
"5362","W"
"5363","L"
"5364","W"
"5365","W"
"5366","D"
"5367","W"
"5368","D"
"5369","D"
"5370","W"
"5371","W"
"5372","D"
"5373","D"
"5374","W"
"5375","D"
"5376","L"
"5377","D"
"5378","D"
"5379","W"
"5380","L"
"5381","D"
"5382","W"
"5383","W"
"5384","W"
"5385","L"
"5386","L"
"5387","D"
"5388","D"
"5389","D"
"5390","D"
"5391","L"
"5392","W"
"5393","W"
"5394","W"
"5395","W"
"5396","D"
"5397","W"
"5398","W"
"5399","D"
"5400","W"
"5401","W"
"5402","L"
"5403","L"
"5404","D"
"5405","D"
"5406","W"
"5407","D"
"5408","D"
"5409","W"
"5410","W"
"5411","L"
"5412","L"
"5413","L"
"5414","W"
"5415","W"
"5416","L"
"5417","L"
"5418","W"
"5419","D"
"5420","L"
"5421","L"
"5422","L"
"5423","W"
"5424","W"
"5425","W"
"5426","W"
"5427","W"
"5428","L"
"5429","W"
"5430","W"
"5431","W"
"5432","W"
"5433","L"
"5434","D"
"5435","W"
"5436","D"
"5437","D"
"5438","L"
"5439","D"
"5440","D"
"5441","W"
"5442","L"
"5443","W"
"5444","L"
"5445","L"
"5446","W"
"5447","D"
"5448","L"
"5449","W"
"5450","L"
"5451","L"
"5452","D"
"5453","D"
"5454","L"
"5455","L"
"5456","W"
"5457","W"
"5458","W"
"5459","W"
"5460","W"
"5461","W"
"5462","W"
"5463","L"
"5464","D"
"5465","W"
"5466","L"
"5467","W"
"5468","D"
"5469","D"
"5470","D"
"5471","W"
"5472","D"
"5473","W"
"5474","W"
"5475","D"
"5476","D"
"5477","W"
"5478","W"
"5479","L"
"5480","D"
"5481","W"
"5482","W"
"5483","W"
"5484","W"
"5485","W"
"5486","L"
"5487","D"
"5488","D"
"5489","W"
"5490","W"
"5491","D"
"5492","W"
"5493","L"
"5494","D"
"5495","L"
"5496","D"
"5497","L"
"5498","W"
"5499","W"
"5500","D"
"5501","D"
"5502","W"
"5503","W"
"5504","W"
"5505","D"
"5506","W"
"5507","W"
"5508","L"
"5509","W"
"5510","L"
"5511","D"
"5512","D"
"5513","D"
"5514","W"
"5515","L"
"5516","D"
"5517","L"
"5518","W"
"5519","D"
"5520","W"
"5521","W"
"5522","W"
"5523","L"
"5524","W"
"5525","W"
"5526","L"
"5527","W"
"5528","W"
"5529","D"
"5530","L"
"5531","L"
"5532","D"
"5533","L"
"5534","W"
"5535","W"
"5536","W"
"5537","W"
"5538","D"
"5539","D"
"5540","W"
"5541","W"
"5542","W"
"5543","W"
"5544","W"
"5545","L"
"5546","W"
"5547","D"
"5548","W"
"5549","D"
"5550","W"
"5551","L"
"5552","L"
"5553","W"
"5554","W"
"5555","W"
"5556","L"
"5557","L"
"5558","D"
"5559","W"
"5560","L"
"5561","D"
"5562","L"
"5563","D"
"5564","L"
"5565","L"
"5566","W"
"5567","L"
"5568","W"
"5569","W"
"5570","D"
"5571","L"
"5572","W"
"5573","W"
"5574","L"
"5575","D"
"5576","D"
"5577","L"
"5578","L"
"5579","W"
"5580","W"
"5581","L"
"5582","W"
"5583","D"
"5584","W"
"5585","D"
"5586","W"
"5587","L"
"5588","L"
"5589","W"
"5590","W"
"5591","L"
"5592","L"
"5593","W"
"5594","W"
"5595","D"
"5596","W"
"5597","D"
"5598","W"
"5599","L"
"5600","L"
"5601","L"
"5602","D"
"5603","L"
"5604","W"
"5605","L"
"5606","W"
"5607","L"
"5608","W"
"5609","W"
"5610","D"
"5611","D"
"5612","W"
"5613","L"
"5614","D"
"5615","L"
"5616","D"
"5617","W"
"5618","W"
"5619","D"
"5620","W"
"5621","W"
"5622","W"
"5623","W"
"5624","L"
"5625","L"
"5626","W"
"5627","L"
"5628","W"
"5629","L"
"5630","W"
"5631","D"
"5632","D"
"5633","W"
"5634","D"
"5635","L"
"5636","W"
"5637","L"
"5638","D"
"5639","W"
"5640","L"
"5641","W"
"5642","L"
"5643","W"
"5644","L"
"5645","L"
"5646","D"
"5647","D"
"5648","D"
"5649","L"
"5650","D"
"5651","W"
"5652","W"
"5653","L"
"5654","W"
"5655","W"
"5656","W"
"5657","W"
"5658","L"
"5659","D"
"5660","L"
"5661","W"
"5662","L"
"5663","L"
"5664","D"
"5665","W"
"5666","L"
"5667","L"
"5668","L"
"5669","L"
"5670","L"
"5671","L"
"5672","W"
"5673","D"
"5674","D"
"5675","W"
"5676","D"
"5677","L"
"5678","W"
"5679","W"
"5680","W"
"5681","W"
"5682","W"
"5683","D"
"5684","L"
"5685","L"
"5686","L"
"5687","W"
"5688","L"
"5689","L"
"5690","L"
"5691","W"
"5692","W"
"5693","W"
"5694","W"
"5695","L"
"5696","L"
"5697","L"
"5698","W"
"5699","L"
"5700","L"
"5701","D"
"5702","D"
"5703","W"
"5704","L"
"5705","W"
"5706","L"
"5707","W"
"5708","W"
"5709","W"
"5710","D"
"5711","W"
"5712","W"
"5713","D"
"5714","L"
"5715","W"
"5716","L"
"5717","L"
"5718","D"
"5719","W"
"5720","D"
"5721","L"
"5722","W"
"5723","W"
"5724","W"
"5725","L"
"5726","W"
"5727","L"
"5728","W"
"5729","W"
"5730","W"
"5731","L"
"5732","W"
"5733","L"
"5734","L"
"5735","L"
"5736","L"
"5737","W"
"5738","W"
"5739","L"
"5740","L"
"5741","W"
"5742","L"
"5743","D"
"5744","W"
"5745","W"
"5746","D"
"5747","L"
"5748","W"
"5749","W"
"5750","L"
"5751","L"
"5752","W"
"5753","L"
"5754","D"
"5755","L"
"5756","L"
"5757","W"
"5758","D"
"5759","W"
"5760","L"
"5761","L"
"5762","W"
"5763","L"
"5764","D"
"5765","L"
"5766","W"
"5767","D"
"5768","L"
"5769","W"
"5770","W"
"5771","L"
"5772","L"
"5773","W"
"5774","L"
"5775","D"
"5776","W"
"5777","W"
"5778","W"
"5779","D"
"5780","D"
"5781","L"
"5782","L"
"5783","W"
"5784","W"
"5785","W"
"5786","D"
"5787","W"
"5788","W"
"5789","D"
"5790","W"
"5791","L"
"5792","W"
"5793","W"
"5794","W"
"5795","W"
"5796","D"
"5797","D"
"5798","L"
"5799","W"
"5800","D"
"5801","W"
"5802","L"
"5803","W"
"5804","L"
"5805","W"
"5806","L"
"5807","L"
"5808","L"
"5809","L"
"5810","D"
"5811","L"
"5812","D"
"5813","W"
"5814","W"
"5815","L"
"5816","W"
"5817","D"
"5818","W"
"5819","W"
"5820","L"
"5821","W"
"5822","D"
"5823","W"
"5824","L"
"5825","W"
"5826","L"
"5827","L"
"5828","W"
"5829","W"
"5830","W"
"5831","W"
"5832","W"
"5833","W"
"5834","D"
"5835","W"
"5836","L"
"5837","D"
"5838","L"
"5839","L"
"5840","L"
"5841","D"
"5842","W"
"5843","W"
"5844","L"
"5845","W"
"5846","D"
"5847","D"
"5848","W"
"5849","L"
"5850","D"
"5851","D"
"5852","W"
"5853","W"
"5854","L"
"5855","L"
"5856","W"
"5857","D"
"5858","L"
"5859","W"
"5860","W"
"5861","W"
"5862","W"
"5863","W"
"5864","L"
"5865","L"
"5866","W"
"5867","W"
"5868","D"
"5869","L"
"5870","L"
"5871","L"
"5872","W"
"5873","W"
"5874","D"
"5875","D"
"5876","D"
"5877","D"
"5878","L"
"5879","D"
"5880","W"
"5881","W"
"5882","L"
"5883","L"
"5884","L"
"5885","D"
"5886","D"
"5887","W"
"5888","D"
"5889","W"
"5890","W"
"5891","W"
"5892","D"
"5893","D"
"5894","W"
"5895","L"
"5896","D"
"5897","L"
"5898","W"
"5899","D"
"5900","W"
"5901","W"
"5902","D"
"5903","W"
"5904","L"
"5905","D"
"5906","L"
"5907","W"
"5908","W"
"5909","D"
"5910","W"
"5911","L"
"5912","L"
"5913","D"
"5914","L"
"5915","W"
"5916","W"
"5917","L"
"5918","L"
"5919","D"
"5920","L"
"5921","L"
"5922","L"
"5923","W"
"5924","D"
"5925","L"
"5926","D"
"5927","D"
"5928","W"
"5929","L"
"5930","W"
"5931","L"
"5932","D"
"5933","D"
"5934","L"
"5935","W"
"5936","W"
"5937","D"
"5938","D"
"5939","L"
"5940","L"
"5941","L"
"5942","L"
"5943","D"
"5944","W"
"5945","W"
"5946","W"
"5947","W"
"5948","D"
"5949","L"
"5950","W"
"5951","W"
"5952","W"
"5953","W"
"5954","L"
"5955","D"
"5956","W"
"5957","D"
"5958","D"
"5959","L"
"5960","W"
"5961","D"
"5962","W"
"5963","W"
"5964","L"
"5965","W"
"5966","W"
"5967","D"
"5968","D"
"5969","W"
"5970","L"
"5971","D"
"5972","L"
"5973","L"
"5974","W"
"5975","L"
"5976","W"
"5977","D"
"5978","L"
"5979","D"
"5980","L"
"5981","L"
"5982","L"
"5983","L"
"5984","W"
"5985","W"
"5986","L"
"5987","W"
"5988","L"
"5989","W"
"5990","L"
"5991","W"
"5992","L"
"5993","D"
"5994","W"
"5995","L"
"5996","W"
"5997","D"
"5998","W"
"5999","L"
"6000","L"
"6001","L"
"6002","W"
"6003","L"
"6004","L"
"6005","L"
"6006","W"
"6007","L"
"6008","L"
"6009","L"
"6010","W"
"6011","W"
"6012","W"
"6013","D"
"6014","L"
"6015","L"
"6016","W"
"6017","L"
"6018","D"
"6019","L"
"6020","L"
"6021","L"
"6022","D"
"6023","L"
"6024","W"
"6025","W"
"6026","L"
"6027","L"
"6028","L"
"6029","W"
"6030","W"
"6031","W"
"6032","D"
"6033","L"
"6034","W"
"6035","W"
"6036","W"
"6037","W"
"6038","W"
"6039","W"
"6040","W"
"6041","L"
"6042","D"
"6043","L"
"6044","W"
"6045","L"
"6046","W"
"6047","D"
"6048","W"
"6049","L"
"6050","L"
"6051","L"
"6052","L"
"6053","W"
"6054","L"
"6055","W"
"6056","W"
"6057","L"
"6058","L"
"6059","W"
"6060","D"
"6061","W"
"6062","L"
"6063","W"
"6064","W"
"6065","L"
"6066","W"
"6067","W"
"6068","W"
"6069","W"
"6070","W"
"6071","W"
"6072","W"
"6073","D"
"6074","L"
"6075","L"
"6076","W"
"6077","L"
"6078","D"
"6079","L"
"6080","L"
"6081","L"
"6082","L"
"6083","W"
"6084","D"
"6085","W"
"6086","W"
"6087","L"
"6088","W"
"6089","D"
"6090","L"
"6091","W"
"6092","D"
"6093","W"
"6094","D"
"6095","L"
"6096","W"
"6097","W"
"6098","W"
"6099","L"
"6100","L"
"6101","W"
"6102","D"
"6103","D"
"6104","L"
"6105","W"
"6106","W"
"6107","D"
"6108","W"
"6109","W"
"6110","D"
"6111","W"
"6112","L"
"6113","W"
"6114","D"
"6115","L"
"6116","L"
"6117","W"
"6118","L"
"6119","L"
"6120","W"
"6121","W"
"6122","D"
"6123","D"
"6124","D"
"6125","W"
"6126","W"
"6127","D"
"6128","W"
"6129","L"
"6130","W"
"6131","D"
"6132","W"
"6133","L"
"6134","L"
"6135","W"
"6136","W"
"6137","W"
